POA_NAME21,SAL_NAME21
3922,Ventnor (Vic.)
3922,Wimbledon Heights
3923,Cowes
3923,Newhaven
3923,Rhyll
3923,Silverleaves
3923,Smiths Beach
3923,Sunderland Bay
3923,Sunset Strip (Vic.)
3923,Surf Beach (Vic.)
3925,Anderson
3925,Bass
3925,Cape Woolamai
3925,Churchill Island
3925,Kilcunda
3925,Newhaven
3925,Rhyll
3925,San Remo (Vic.)
3925,Surf Beach (Vic.)
3926,Balnarring
3926,Balnarring Beach
3926,Bittern
3926,Dromana
3926,Merricks
3926,Merricks Beach
3926,Merricks North
3926,Red Hill (Vic.)
3926,Red Hill South
3926,Somers
3926,Tuerong
3927,Balnarring
3927,Balnarring Beach
3927,Bittern
3927,Hmas Cerberus
3927,Somers
3928,Arthurs Seat
3928,Boneo
3928,Flinders (Vic.)
3928,Main Ridge
3928,Red Hill (Vic.)
3928,Red Hill South
3928,Rosebud
3928,Shoreham
3929,Boneo
3929,Cape Schanck
3929,Flinders (Vic.)
3929,Main Ridge
3929,Shoreham
3930,Baxter
3930,Frankston South
3930,Moorooduc
3930,Mornington (Vic.)
3930,Mount Eliza
3931,Moorooduc
3931,Mornington (Vic.)
3931,Mount Eliza
3931,Mount Martha
3933,Baxter
3933,Hastings (Vic.)
3933,Moorooduc
3933,Mornington (Vic.)
3933,Mount Eliza
3933,Mount Martha
3933,Somerville (Vic.)
3933,Tuerong
3933,Tyabb
3934,Dromana
3934,Moorooduc
3934,Mornington (Vic.)
3934,Mount Martha
3934,Safety Beach (Vic.)
3934,Tuerong
3936,Arthurs Seat
3936,Dromana
3936,Main Ridge
3936,McCrae
3936,Merricks North
3936,Mount Martha
3936,Red Hill (Vic.)
3936,Rosebud
3936,Safety Beach (Vic.)
3936,Tuerong
3937,Arthurs Seat
3937,Dromana
3937,Main Ridge
3937,Merricks
3937,Merricks North
3937,Red Hill (Vic.)
3937,Red Hill South
3937,Shoreham
3938,Arthurs Seat
3938,Dromana
3938,McCrae
3938,Rosebud
3939,Arthurs Seat
3939,Boneo
3939,Cape Schanck
3939,Capel Sound
3939,Fingal (Vic.)
3939,Flinders (Vic.)
3939,Main Ridge
3939,McCrae
3939,Rosebud
3939,Rye
3939,St Andrews Beach
3939,Tootgarook
3940,Boneo
3940,Capel Sound
3940,Rosebud
3940,Tootgarook
3941,Blairgowrie
3941,Boneo
3941,Capel Sound
3941,Fingal (Vic.)
3941,Rye
3941,St Andrews Beach
3941,Tootgarook
3942,Blairgowrie
3942,Rye
3942,Sorrento (Vic.)
3943,Blairgowrie
3943,Portsea
3943,Sorrento (Vic.)
3944,Portsea
3944,Sorrento (Vic.)
3945,Bena
3945,Glen Alvie
3945,Grantville
3945,Jeetho
3945,Kernot
3945,Kongwak
3945,Korumburra
3945,Krowera
3945,Lang Lang
3945,Loch
3945,Nyora (Vic.)
3945,Poowong
3945,The Gurdies
3945,Woodleigh (Vic.)
3946,Bena
3946,Jeetho
3946,Jumbunna
3946,Kongwak
3946,Korumburra
3946,Krowera
3946,Loch
3946,Whitelaw
3950,Arawata
3950,Bena
3950,Ferndale (Vic.)
3950,Jumbunna
3950,Kardella
3950,Kardella South
3950,Korumburra
3950,Korumburra South
3950,Leongatha
3950,Leongatha South
3950,Loch
3950,Mountain View (Vic.)
3950,Outtrim
3950,Poowong
3950,Poowong East
3950,Ranceby
3950,Ruby
3950,Strzelecki (Vic.)
3950,Trida
3950,Whitelaw
3950,Wild Dog Valley (Vic.)
3951,Arawata
3951,Bena
3951,Fairbank
3951,Glen Alvie
3951,Inverloch
3951,Jumbunna
3951,Kardella
3951,Kardella South
3951,Kongwak
3951,Korumburra
3951,Korumburra South
3951,Krowera
3951,Lance Creek
3951,Leongatha North
3951,Leongatha South
3951,Mount Eccles
3951,Outtrim
3951,Poowong East
3951,Ranceby
3951,Ruby
3951,Strzelecki (Vic.)
3951,Wattle Bank
3951,Whitelaw
3951,Wild Dog Valley (Vic.)
3953,Allambee
3953,Allambee Reserve
3953,Arawata
3953,Berrys Creek
3953,Boorool
3953,Dumbalk
3953,Dumbalk North
3953,Fairbank
3953,Ferndale (Vic.)
3953,Hallston
3953,Inverloch
3953,Kardella
3953,Kardella South
3953,Koonwarra
3953,Koorooman
3953,Korumburra South
3953,Leongatha
3953,Leongatha North
3953,Leongatha South
3953,Mardan
3953,Meeniyan
3953,Middle Tarwin
3953,Mirboo
3953,Mirboo North
3953,Mount Eccles
3953,Nerrena
3953,Outtrim
3953,Pound Creek
3953,Ranceby
3953,Ruby
3953,Seaview
3953,Strzelecki (Vic.)
3953,Tarwin
3953,Trida
3953,Wild Dog Valley (Vic.)
3953,Wooreen
3954,Koonwarra
3954,Leongatha South
3954,Meeniyan
3954,Nerrena
3954,Tarwin
3956,Buffalo
3956,Dollar
3956,Dumbalk
3956,Dumbalk North
3956,Fish Creek
3956,Inverloch
3956,Koonwarra
3956,Leongatha South
3956,Mardan
3956,Meeniyan
3956,Middle Tarwin
3956,Mirboo
3956,Nerrena
3956,Pound Creek
3956,Stony Creek (South Gippsland - Vic.)
3956,Tarwin
3956,Tarwin Lower
3956,Venus Bay (Vic.)
3956,Walkerville (Vic.)
3956,Walkerville North
3956,Walkerville South
3956,Waratah Bay
3957,Buffalo
3957,Dollar
3957,Dumbalk
3957,Foster North
3957,Meeniyan
3957,Stony Creek (South Gippsland - Vic.)
3958,Buffalo
3958,Fish Creek
3958,Foster North
3958,Meeniyan
3958,Middle Tarwin
3958,Stony Creek (South Gippsland - Vic.)
3958,Tarwin Lower
3959,Buffalo
3959,Fish Creek
3959,Foster
3959,Foster North
3959,Sandy Point (Vic.)
3959,Tarwin Lower
3959,Walkerville (Vic.)
3959,Waratah Bay
3959,Wilsons Promontory
3959,Yanakie
3960,Bennison
3960,Boolarong
3960,Boolarra South
3960,Buffalo
3960,Dollar
3960,Fish Creek
3960,Foster
3960,Foster North
3960,Grand Ridge
3960,Gunyah
3960,Mirboo
3960,Mount Best
3960,Port Franklin
3960,Sandy Point (Vic.)
3960,Stony Creek (South Gippsland - Vic.)
3960,Toora (Vic.)
3960,Toora North
3960,Turtons Creek
3960,Wilsons Promontory
3960,Wonga
3960,Woorarra West
3960,Yanakie
3962,Agnes
3962,Bennison
3962,Binginwarri
3962,Foster
3962,Grand Ridge
3962,Gunyah
3962,Hazel Park
3962,Hiawatha
3962,Mount Best
3962,Port Franklin
3962,Toora (Vic.)
3962,Toora North
3962,Welshpool (Vic.)
3962,Wonga
3962,Wonyip
3962,Woorarra East
3964,Bennison
3964,Foster
3964,Port Franklin
3964,Toora (Vic.)
3965,Hedley
3965,Port Welshpool
3965,Welshpool (Vic.)
3966,Agnes
3966,Binginwarri
3966,Hazel Park
3966,Hedley
3966,Hiawatha
3966,Jack River
3966,Port Welshpool
3966,Staceys Bridge
3966,Toora (Vic.)
3966,Toora North
3966,Welshpool (Vic.)
3966,Wonyip
3966,Woorarra East
3967,Alberton (Vic.)
3967,Alberton West
3967,Binginwarri
3967,Gelliondale
3967,Hedley
3967,Jack River
3967,Port Welshpool
3967,Welshpool (Vic.)
3971,Alberton (Vic.)
3971,Alberton West
3971,Balook
3971,Binginwarri
3971,Blackwarry
3971,Calrossie
3971,Carrajung Lower
3971,Carrajung South
3971,Devon North
3971,Gelliondale
3971,Grand Ridge
3971,Hedley
3971,Hiawatha
3971,Hunterston
3971,Jack River
3971,Jeeralang
3971,Langsborough
3971,Macks Creek
3971,Madalya
3971,Manns Beach
3971,Mount Tassie
3971,Port Albert
3971,Robertsons Beach
3971,Snake Island
3971,Staceys Bridge
3971,Tarra Valley
3971,Tarraville
3971,Won Wron
3971,Wonyip
3971,Woodside (Vic.)
3971,Yarram
3975,Bangholme
3975,Carrum Downs
3975,Cranbourne North
3975,Cranbourne West
3975,Dandenong South
3975,Hampton Park
3975,Lynbrook
3975,Lyndhurst (Vic.)
3975,Sandhurst
3975,Skye (Vic.)
3976,Cranbourne North
3976,Dandenong South
3976,Hallam
3976,Hampton Park
3976,Lynbrook
3976,Narre Warren
3976,Narre Warren South
3977,Berwick
3977,Blind Bight
3977,Botanic Ridge
3977,Cannons Creek
3977,Carrum Downs
3977,Clyde (Vic.)
3977,Clyde North
3977,Cranbourne
3977,Cranbourne East
3977,Cranbourne North
3977,Cranbourne South
3977,Cranbourne West
3977,Devon Meadows
3977,Hampton Park
3977,Junction Village
3977,Langwarrin
3977,Lynbrook
3977,Lyndhurst (Vic.)
3977,Narre Warren South
3977,Pearcedale
3977,Sandhurst
3977,Skye (Vic.)
3977,Tooradin
3977,Warneet
3978,Berwick
3978,Cardinia
3978,Clyde (Vic.)
3978,Clyde North
3978,Cranbourne East
3978,Cranbourne North
3978,Dalmore
3978,Devon Meadows
3978,Koo Wee Rup
3978,Narre Warren South
3978,Officer
3978,Officer South
3978,Pakenham South
3978,Rythdale
3978,Tooradin
3979,Almurta
3979,Glen Alvie
3979,Glen Forbes
3979,Grantville
3979,Kernot
3979,Kongwak
3979,Krowera
3979,Lance Creek
3979,Ryanston
3979,West Creek
3979,Woodleigh (Vic.)
3980,Blind Bight
3980,Cannons Creek
3980,Cardinia
3980,Clyde (Vic.)
3980,Dalmore
3980,Devon Meadows
3980,Koo Wee Rup
3980,Tooradin
3980,Warneet
3981,Athlone
3981,Bayles
3981,Caldermeade
3981,Cardinia
3981,Catani
3981,Clyde (Vic.)
3981,Cora Lynn
3981,Dalmore
3981,Heath Hill
3981,Iona
3981,Koo Wee Rup
3981,Koo Wee Rup North
3981,Lang Lang
3981,Lang Lang East
3981,Modella
3981,Monomeith
3981,Nar Nar Goon
3981,Nyora (Vic.)
3981,Pakenham
3981,Pakenham South
3981,Poowong North
3981,Ripplebrook
3981,Rythdale
3981,Tooradin
3981,Yannathan
3984,Adams Estate
3984,Almurta
3984,Bass
3984,Bayles
3984,Caldermeade
3984,Corinella (Vic.)
3984,Coronet Bay
3984,Glen Forbes
3984,Grantville
3984,Heath Hill
3984,Jam Jerrup
3984,Kernot
3984,Koo Wee Rup
3984,Lang Lang
3984,Lang Lang East
3984,Loch
3984,Monomeith
3984,Nyora (Vic.)
3984,Pioneer Bay
3984,Tenby Point
3984,The Gurdies
3984,Woodleigh (Vic.)
3984,Yannathan
3987,Heath Hill
3987,Lang Lang
3987,Lang Lang East
3987,Loch
3987,Nyora (Vic.)
3987,Poowong
3987,Poowong North
3988,Athlone
3988,Ferndale (Vic.)
3988,Hallora
3988,Heath Hill
3988,Korumburra
3988,Loch
3988,Mountain View (Vic.)
3988,Nyora (Vic.)
3988,Poowong
3988,Poowong East
3988,Poowong North
3988,Ranceby
3988,Seaview
3988,Strzelecki (Vic.)
3988,Tetoora Road
3990,Adams Estate
3990,Almurta
3990,Bass
3990,Corinella (Vic.)
3990,Glen Forbes
3990,Grantville
3990,Ryanston
3990,Woolamai
3991,Anderson
3991,Bass
3991,Corinella (Vic.)
3991,Coronet Bay
3991,Glen Forbes
3991,San Remo (Vic.)
3991,Woolamai
3992,Almurta
3992,Archies Creek
3992,Dalyston
3992,Glen Alvie
3992,Glen Forbes
3992,Kilcunda
3992,Lance Creek
3992,North Wonthaggi
3992,Ryanston
3992,South Dudley
3992,St Clair (Vic.)
3992,West Creek
3992,Wonthaggi
3992,Woolamai
3995,Anderson
3995,Archies Creek
3995,Bass
3995,Cape Paterson
3995,Dalyston
3995,Glen Alvie
3995,Glen Forbes
3995,Harmers Haven
3995,Inverloch
3995,Kilcunda
3995,Kongwak
3995,Lance Creek
3995,North Wonthaggi
3995,Outtrim
3995,Ryanston
3995,San Remo (Vic.)
3995,South Dudley
3995,St Clair (Vic.)
3995,Wattle Bank
3995,West Creek
3995,Wonthaggi
3995,Woolamai
3996,Cape Paterson
3996,Inverloch
3996,Leongatha South
3996,Middle Tarwin
3996,Outtrim
3996,Pound Creek
3996,St Clair (Vic.)
3996,Tarwin Lower
3996,Venus Bay (Vic.)
3996,Wattle Bank
3996,Wonthaggi
4000,Bowen Hills
4000,Brisbane City
4000,Fortitude Valley
4000,Herston
4000,Kelvin Grove
4000,Milton (Qld)
4000,Paddington (Qld)
4000,Petrie Terrace
4000,Red Hill (Brisbane - Qld)
4000,Spring Hill (Qld)
4005,Fortitude Valley
4005,New Farm
4005,Newstead (Qld)
4005,Teneriffe
4006,Albion (Brisbane - Qld)
4006,Bowen Hills
4006,Brisbane City
4006,Fortitude Valley
4006,Herston
4006,Kelvin Grove
4006,New Farm
4006,Newstead (Qld)
4006,Spring Hill (Qld)
4006,Teneriffe
4006,Wilston
4006,Windsor (Qld)
4007,Albion (Brisbane - Qld)
4007,Ascot (Brisbane - Qld)
4007,Clayfield
4007,Eagle Farm
4007,Hamilton (Qld)
4007,Hendra
4008,Banyo
4008,Brisbane Airport
4008,Eagle Farm
4008,Hendra
4008,Northgate (Qld)
4008,Nudgee
4008,Nudgee Beach
4008,Nundah
4008,Pinkenba
4009,Ascot (Brisbane - Qld)
4009,Brisbane Airport
4009,Eagle Farm
4009,Hamilton (Qld)
4009,Hendra
4009,Pinkenba
4010,Albion (Brisbane - Qld)
4010,Ascot (Brisbane - Qld)
4010,Bowen Hills
4010,Clayfield
4010,Hamilton (Qld)
4010,Lutwyche
4010,Newstead (Qld)
4010,Windsor (Qld)
4010,Wooloowin
4011,Albion (Brisbane - Qld)
4011,Ascot (Brisbane - Qld)
4011,Brisbane Airport
4011,Clayfield
4011,Eagle Farm
4011,Hendra
4011,Kalinga
4011,Nundah
4011,Wooloowin
4012,Brisbane Airport
4012,Chermside
4012,Clayfield
4012,Geebung
4012,Hendra
4012,Kalinga
4012,Kedron
4012,Northgate (Qld)
4012,Nundah
4012,Virginia (Qld)
4012,Wavell Heights
4013,Banyo
4013,Brisbane Airport
4013,Northgate (Qld)
4013,Nundah
4013,Virginia (Qld)
4014,Banyo
4014,Boondall
4014,Brisbane Airport
4014,Geebung
4014,Northgate (Qld)
4014,Nudgee
4014,Nudgee Beach
4014,Nundah
4014,Shorncliffe
4014,Virginia (Qld)
4014,Wavell Heights
4017,Bald Hills (Qld)
4017,Boondall
4017,Bracken Ridge
4017,Brighton (Qld)
4017,Deagon
4017,Fitzgibbon
4017,Griffin
4017,Nudgee Beach
4017,Sandgate (Qld)
4017,Shorncliffe
4017,Taigum
4018,Bald Hills (Qld)
4018,Boondall
4018,Bracken Ridge
4018,Carseldine
4018,Deagon
4018,Fitzgibbon
4018,Taigum
4018,Zillmere
4019,Clontarf (Moreton Bay - Qld)
4019,Kippa-Ring
4019,Margate (Qld)
4019,Redcliffe (Qld)
4019,Woody Point
4020,Kippa-Ring
4020,Margate (Qld)
4020,Newport (Qld)
4020,Redcliffe (Qld)
4020,Rothwell
4020,Scarborough (Qld)
4021,Clontarf (Moreton Bay - Qld)
4021,Kippa-Ring
4021,Margate (Qld)
4021,Newport (Qld)
4021,Redcliffe (Qld)
4021,Rothwell
4022,Deception Bay
4022,Kippa-Ring
4022,Mango Hill
4022,Newport (Qld)
4022,North Lakes
4022,Rothwell
4025,Bulwer
4025,Cowan Cowan
4025,Kooringal (Qld)
4025,Moreton Island
4030,Albion (Brisbane - Qld)
4030,Bowen Hills
4030,Clayfield
4030,Gordon Park
4030,Grange (Qld)
4030,Herston
4030,Kalinga
4030,Kedron
4030,Lutwyche
4030,Nundah
4030,Wavell Heights
4030,Wilston
4030,Windsor (Qld)
4030,Wooloowin
4031,Chermside
4031,Chermside West
4031,Gordon Park
4031,Grange (Qld)
4031,Kalinga
4031,Kedron
4031,Lutwyche
4031,Stafford
4031,Stafford Heights
4031,Wavell Heights
4031,Wooloowin
4032,Aspley
4032,Chermside
4032,Chermside West
4032,Geebung
4032,Kedron
4032,McDowall
4032,Stafford Heights
4032,Wavell Heights
4034,Aspley
4034,Bald Hills (Qld)
4034,Banyo
4034,Boondall
4034,Bridgeman Downs
4034,Carseldine
4034,Chermside
4034,Chermside West
4034,Deagon
4034,Fitzgibbon
4034,Geebung
4034,McDowall
4034,Nudgee
4034,Nudgee Beach
4034,Sandgate (Qld)
4034,Shorncliffe
4034,Taigum
4034,Virginia (Qld)
4034,Wavell Heights
4034,Zillmere
4035,Albany Creek
4035,Aspley
4035,Bald Hills (Qld)
4035,Brendale
4035,Bridgeman Downs
4035,Bunya
4035,Carseldine
4035,Eatons Hill
4035,McDowall
4036,Bald Hills (Qld)
4036,Bracken Ridge
4036,Brendale
4036,Bridgeman Downs
4036,Brighton (Qld)
4036,Carseldine
4036,Fitzgibbon
4036,Griffin
4036,Lawnton
4036,Murrumba Downs
4036,Strathpine
4037,Albany Creek
4037,Brendale
4037,Bunya
4037,Cashmere
4037,Clear Mountain
4037,Draper
4037,Eatons Hill
4037,Warner
4051,Alderley
4051,Ashgrove
4051,Enoggera
4051,Everton Park
4051,Gaythorne
4051,Gordon Park
4051,Grange (Qld)
4051,Herston
4051,Kelvin Grove
4051,Keperra
4051,Lutwyche
4051,Mitchelton
4051,Newmarket
4051,Red Hill (Brisbane - Qld)
4051,Stafford
4051,The Gap (Brisbane - Qld)
4051,Wilston
4051,Windsor (Qld)
4053,Albany Creek
4053,Alderley
4053,Arana Hills
4053,Aspley
4053,Bridgeman Downs
4053,Bunya
4053,Chermside West
4053,Enoggera
4053,Everton Hills
4053,Everton Park
4053,Gaythorne
4053,Gordon Park
4053,Grange (Qld)
4053,Kedron
4053,Keperra
4053,McDowall
4053,Mitchelton
4053,Stafford
4053,Stafford Heights
4054,Arana Hills
4054,Bunya
4054,Enoggera
4054,Everton Hills
4054,Ferny Grove
4054,Ferny Hills
4054,Keperra
4054,Mitchelton
4054,The Gap (Brisbane - Qld)
4054,Upper Kedron
4055,Albany Creek
4055,Arana Hills
4055,Bunya
4055,Camp Mountain
4055,Draper
4055,Eatons Hill
4055,Enoggera Reservoir
4055,Everton Hills
4055,Ferny Grove
4055,Ferny Hills
4055,Keperra
4055,McDowall
4055,Samford Valley
4055,The Gap (Brisbane - Qld)
4055,Upper Kedron
4059,Ashgrove
4059,Bardon
4059,Brisbane City
4059,Herston
4059,Kelvin Grove
4059,Newmarket
4059,Paddington (Qld)
4059,Petrie Terrace
4059,Red Hill (Brisbane - Qld)
4059,Spring Hill (Qld)
4059,Wilston
4060,Alderley
4060,Ashgrove
4060,Bardon
4060,Enoggera
4060,Newmarket
4060,Red Hill (Brisbane - Qld)
4060,The Gap (Brisbane - Qld)
4061,Ashgrove
4061,Bardon
4061,Brookfield (Qld)
4061,Enoggera
4061,Enoggera Reservoir
4061,Keperra
4061,Mount Coot-tha
4061,The Gap (Brisbane - Qld)
4061,Upper Kedron
4064,Auchenflower
4064,Bardon
4064,Brisbane City
4064,Milton (Qld)
4064,Paddington (Qld)
4064,Petrie Terrace
4064,Red Hill (Brisbane - Qld)
4065,Ashgrove
4065,Auchenflower
4065,Bardon
4065,Mount Coot-tha
4065,Paddington (Qld)
4065,Red Hill (Brisbane - Qld)
4065,The Gap (Brisbane - Qld)
4065,Toowong
4066,Auchenflower
4066,Bardon
4066,Brookfield (Qld)
4066,Chapel Hill (Qld)
4066,Indooroopilly
4066,Kenmore Hills
4066,Milton (Qld)
4066,Mount Coot-tha
4066,Paddington (Qld)
4066,St Lucia
4066,Taringa
4066,The Gap (Brisbane - Qld)
4066,Toowong
4067,Indooroopilly
4067,St Lucia
4067,Taringa
4067,Toowong
4068,Chapel Hill (Qld)
4068,Chelmer
4068,Fig Tree Pocket
4068,Graceville
4068,Indooroopilly
4068,Kenmore
4068,Mount Coot-tha
4068,St Lucia
4068,Taringa
4068,Toowong
4069,Anstead
4069,Bellbowrie
4069,Brookfield (Qld)
4069,Chapel Hill (Qld)
4069,Enoggera Reservoir
4069,Fig Tree Pocket
4069,Indooroopilly
4069,Kenmore
4069,Kenmore Hills
4069,Kholo
4069,Lake Manchester
4069,Mount Coot-tha
4069,Pinjarra Hills
4069,Pullenvale
4069,The Gap (Brisbane - Qld)
4069,Upper Brookfield
4070,Anstead
4070,Barellan Point
4070,Bellbowrie
4070,Goodna
4070,Karalee
4070,Kholo
4070,Moggill
4070,Mount Crosby
4070,Pinjarra Hills
4070,Pullenvale
4070,Redbank (Qld)
4070,Riverview (Qld)
4073,Corinda
4073,Darra
4073,Jamboree Heights
4073,Jindalee (Qld)
4073,Mount Ommaney
4073,Oxley (Qld)
4073,Seventeen Mile Rocks
4073,Sinnamon Park
4073,Sumner
4074,Darra
4074,Jamboree Heights
4074,Jindalee (Qld)
4074,Middle Park (Qld)
4074,Mount Ommaney
4074,Riverhills
4074,Sinnamon Park
4074,Sumner
4074,Wacol
4074,Westlake
4075,Chelmer
4075,Corinda
4075,Darra
4075,Durack (Qld)
4075,Graceville
4075,Inala
4075,Oxley (Qld)
4075,Richlands (Qld)
4075,Rocklea (Qld)
4075,Seventeen Mile Rocks
4075,Sherwood (Qld)
4075,Tennyson (Qld)
4075,Willawong
4076,Carole Park
4076,Darra
4076,Ellen Grove
4076,Forest Lake
4076,Gailes
4076,Goodna
4076,Inala
4076,Jamboree Heights
4076,Oxley (Qld)
4076,Richlands (Qld)
4076,Riverhills
4076,Seventeen Mile Rocks
4076,Sinnamon Park
4076,Sumner
4076,Wacol
4077,Darra
4077,Doolandella
4077,Durack (Qld)
4077,Forest Lake
4077,Inala
4077,Oxley (Qld)
4077,Pallara
4077,Richlands (Qld)
4077,Wacol
4077,Willawong
4078,Carole Park
4078,Doolandella
4078,Ellen Grove
4078,Forest Lake
4078,Gailes
4078,Greenbank
4078,Heathwood
4078,Inala
4078,Pallara
4078,Richlands (Qld)
4078,Wacol
4101,Dutton Park
4101,Highgate Hill
4101,Kangaroo Point (Qld)
4101,South Brisbane
4101,West End (Brisbane - Qld)
4101,Woolloongabba
4102,Annerley
4102,Coorparoo
4102,Dutton Park
4102,East Brisbane
4102,Fairfield (Qld)
4102,Greenslopes
4102,Highgate Hill
4102,Kangaroo Point (Qld)
4102,South Brisbane
4102,Stones Corner
4102,Woolloongabba
4103,Annerley
4103,Dutton Park
4103,Fairfield (Qld)
4103,Greenslopes
4103,Moorooka
4103,Tarragindi
4103,Woolloongabba
4103,Yeerongpilly
4103,Yeronga
4104,Annerley
4104,Fairfield (Qld)
4104,Yeerongpilly
4104,Yeronga
4105,Annerley
4105,Graceville
4105,Moorooka
4105,Rocklea (Qld)
4105,Salisbury (Qld)
4105,Sherwood (Qld)
4105,Tarragindi
4105,Tennyson (Qld)
4105,Yeerongpilly
4105,Yeronga
4106,Archerfield
4106,Coopers Plains
4106,Corinda
4106,Moorooka
4106,Oxley (Qld)
4106,Rocklea (Qld)
4106,Salisbury (Qld)
4106,Sherwood (Qld)
4106,Tennyson (Qld)
4106,Willawong
4106,Yeerongpilly
4107,Coopers Plains
4107,Moorooka
4107,Nathan
4107,Rocklea (Qld)
4107,Salisbury (Qld)
4107,Tarragindi
4108,Acacia Ridge
4108,Archerfield
4108,Coopers Plains
4108,Nathan
4108,Robertson (Qld)
4108,Rocklea (Qld)
4108,Salisbury (Qld)
4108,Sunnybank
4108,Willawong
4109,Acacia Ridge
4109,Algester
4109,Calamvale
4109,Coopers Plains
4109,Eight Mile Plains
4109,Macgregor (Qld)
4109,Nathan
4109,Robertson (Qld)
4109,Runcorn
4109,Stretton
4109,Sunnybank
4109,Sunnybank Hills
4109,Upper Mount Gravatt
4110,Acacia Ridge
4110,Algester
4110,Archerfield
4110,Coopers Plains
4110,Doolandella
4110,Durack (Qld)
4110,Forest Lake
4110,Forestdale
4110,Greenbank
4110,Heathwood
4110,Hillcrest (Qld)
4110,Larapinta (Qld)
4110,Oxley (Qld)
4110,Pallara
4110,Parkinson
4110,Rocklea (Qld)
4110,Sunnybank
4110,Sunnybank Hills
4110,Willawong
4111,Coopers Plains
4111,Holland Park West
4111,Macgregor (Qld)
4111,Mount Gravatt
4111,Nathan
4111,Robertson (Qld)
4111,Salisbury (Qld)
4111,Tarragindi
4111,Upper Mount Gravatt
4112,Eight Mile Plains
4112,Karawatha
4112,Kuraby
4112,Runcorn
4112,Stretton
4112,Underwood (Qld)
4112,Woodridge (Qld)
4113,Calamvale
4113,Eight Mile Plains
4113,Kuraby
4113,Macgregor (Qld)
4113,Rochedale
4113,Rochedale South
4113,Runcorn
4113,Stretton
4113,Sunnybank
4113,Sunnybank Hills
4113,Underwood (Qld)
4113,Upper Mount Gravatt
4113,Wishart (Qld)
4114,Berrinba
4114,Karawatha
4114,Kingston (Qld)
4114,Kuraby
4114,Logan Central
4114,Loganlea
4114,Marsden
4114,Meadowbrook
4114,Slacks Creek
4114,Underwood (Qld)
4114,Waterford West
4114,Woodridge (Qld)
4115,Acacia Ridge
4115,Algester
4115,Browns Plains (Qld)
4115,Calamvale
4115,Drewvale
4115,Forestdale
4115,Hillcrest (Qld)
4115,Larapinta (Qld)
4115,Pallara
4115,Parkinson
4115,Sunnybank Hills
4115,Willawong
4116,Algester
4116,Browns Plains (Qld)
4116,Calamvale
4116,Drewvale
4116,Karawatha
4116,Kuraby
4116,Parkinson
4116,Runcorn
4116,Stretton
4116,Sunnybank Hills
4117,Berrinba
4117,Browns Plains (Qld)
4117,Crestmead
4117,Drewvale
4117,Heritage Park
4117,Karawatha
4117,Kingston (Qld)
4117,Kuraby
4117,Logan Central
4117,Marsden
4117,Stretton
4117,Woodridge (Qld)
4118,Berrinba
4118,Boronia Heights
4118,Browns Plains (Qld)
4118,Crestmead
4118,Drewvale
4118,Forestdale
4118,Greenbank
4118,Heathwood
4118,Heritage Park
4118,Hillcrest (Qld)
4118,Karawatha
4118,Larapinta (Qld)
4118,Park Ridge
4118,Parkinson
4118,Regents Park (Qld)
4119,Eight Mile Plains
4119,Kuraby
4119,Rochedale
4119,Rochedale South
4119,Slacks Creek
4119,Springwood (Qld)
4119,Underwood (Qld)
4119,Woodridge (Qld)
4120,Annerley
4120,Coorparoo
4120,Greenslopes
4120,Holland Park
4120,Holland Park West
4120,Stones Corner
4120,Tarragindi
4120,Woolloongabba
4121,Annerley
4121,Camp Hill
4121,Carina Heights
4121,Coorparoo
4121,Greenslopes
4121,Holland Park
4121,Holland Park West
4121,Moorooka
4121,Mount Gravatt
4121,Mount Gravatt East
4121,Nathan
4121,Salisbury (Qld)
4121,Tarragindi
4122,Carina Heights
4122,Carindale
4122,Eight Mile Plains
4122,Holland Park
4122,Holland Park West
4122,Macgregor (Qld)
4122,Mackenzie (Brisbane - Qld)
4122,Mansfield (Qld)
4122,Mount Gravatt
4122,Mount Gravatt East
4122,Nathan
4122,Rochedale
4122,Tarragindi
4122,Upper Mount Gravatt
4122,Wishart (Qld)
4123,Burbank
4123,Eight Mile Plains
4123,Mackenzie (Brisbane - Qld)
4123,Mansfield (Qld)
4123,Priestdale
4123,Rochedale
4123,Rochedale South
4123,Springwood (Qld)
4123,Underwood (Qld)
4123,Wishart (Qld)
4124,Boronia Heights
4124,Camira (Qld)
4124,Carole Park
4124,Flagstone
4124,Forest Lake
4124,Forestdale
4124,Greenbank
4124,Heathwood
4124,Hillcrest (Qld)
4124,Lyons (Qld)
4124,Monarch Glen
4124,Munruben
4124,New Beith
4124,North Maclean
4124,Park Ridge
4124,Park Ridge South
4124,Peak Crossing
4124,Regents Park (Qld)
4124,Silverbark Ridge
4124,South Maclean
4124,South Ripley
4124,Spring Mountain (Qld)
4124,Springfield (Ipswich - Qld)
4124,Springfield Lakes
4124,Undullah
4125,Boronia Heights
4125,Chambers Flat
4125,Crestmead
4125,Greenbank
4125,Heritage Park
4125,Logan Reserve
4125,Munruben
4125,North Maclean
4125,Park Ridge
4125,Park Ridge South
4125,Regents Park (Qld)
4125,Stockleigh
4127,Burbank
4127,Daisy Hill (Qld)
4127,Kingston (Qld)
4127,Logan Central
4127,Meadowbrook
4127,Mount Cotton
4127,Priestdale
4127,Rochedale
4127,Rochedale South
4127,Shailer Park
4127,Sheldon
